"코드","코드명","결산월","회계연도","분기","자산총계(천원)","부채총계(천원)","매출액(천원)...8","매출원가(천원)","판매비와관리비(천원)","당기순이익(천원)","매출액(천원)...12","무위험수익률(%)","시장위험프리미엄(%)","상장상태","코드_join","회계연도_join","ESG등급","부채비율","부채비율_Win","매출액(천원)...21","Size","ROA","Loss_Dummy","is_esg_rated","ATO","ROA_Z","ATO_Z","Female_Ratio","매출액(천원)...30","매출액(천원)"
"A207940","삼성바이오로직스",12,2013,"결산",653425664,253329866,43747005,0,190101246,-140761507,43747005,3.23,10.13,"정상","207940",2013,NA,0.387695004890411,0.387695004890411,43747005,20.297739335515,-0.215420842423477,1,0,0.0669502399587415,0.00221077044513186,-0.00973245290884948,0,43747005,43747005
"A207940","삼성바이오로직스",12,2014,"결산",1357295208,695181201,105399040,119354490,91241785,-83939089,105399040,2.28,9.28,"정상","207940",2014,NA,0.512181282968178,0.512181282968178,105399040,21.0287597394602,-0.0618429126583935,1,0,0.0776537332326602,0.00342750431654287,-0.00965019884886382,0,105399040,105399040
"A207940","삼성바이오로직스",12,2015,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,1.81,9.76,"정상","207940",2015,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A207940","삼성바이오로직스",12,2016,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,1.8,9.89,"정상","207940",2016,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A207940","삼성바이오로직스",12,2017,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.88,"정상","207940",2017,"B+",0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,1,0.777097994456977,0.00409228593358755,-0.00427511907378136,1,153248051,153248051
"A207940","삼성바이오로직스",12,2018,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,1.88,10.66,"정상","207940",2018,"B+",0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,1,0.777097994456977,0.00409228593358755,-0.00427511907378136,1,153248051,153248051
"A207940","삼성바이오로직스",12,2019,"결산",197205567.5,77859089,153248051,0,24110157,4351695,153248051,1.48,10.05,"정상","207940",2019,"B+",0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,1,0.777097994456977,0.00409228593358755,-0.00427511907378136,1,153248051,153248051
"A207940","삼성바이오로직스",12,2020,"결산",6424201165,1825417993,1164776874,748700763,123289556,240974800,1164776874,1.34,11.56,"정상","207940",2020,"B+",0.284147078541866,0.284147078541866,1164776874,22.5833381278577,0.0375104692102212,0,1,0.181310772200889,0.00421463971512317,-0.00885361664125832,1,1164776874,1164776874
"A207940","삼성바이오로직스",12,2021,"결산",7970010787,2978908646,1568006928,841555563,189141957,393589468,1568006928,2.01,12.55,"정상","207940",2021,"A",0.373764694378951,0.373764694378951,1568006928,22.7989516833235,0.0493838061853052,0,1,0.196738369608934,0.00430870721093041,-0.00873505884987557,1,1568006928,1568006928
"A207940","삼성바이오로직스",12,2022,"결산",16582050258,7597575863,3001295198,1532847165,484820638,798056210,3001295198,3.75,10.03,"정상","207940",2022,"A",0.45818072824466,0.45818072824466,3001295198,23.531586637573,0.0481277162704882,0,1,0.180996628963419,0.00429875573452209,-0.00885603076495025,1,3001295198,3001295198
"A207940","삼성바이오로직스",12,2023,"결산",16046197209,6215704797,3694588767,1891824206,689084552,857691298,3694588767,3.16,11.44,"정상","207940",2023,"A+",0.387363106413383,0.387363106413383,3694588767,23.4987377244928,0.0534513746047529,0,1,0.230246999889031,0.00434093285870281,-0.00847755218223346,1,3694588767,3694588767
"A207940","삼성바이오로직스",12,2024,"결산",17336296350,6431620287,4547322176,2256477586,970792210,1083315886,4547322176,2.76,14.01,"정상","207940",2024,"A",0.370991598041066,0.370991598041066,4547322176,23.5760681955775,0.0624883114668261,0,1,0.262300671619518,0.004412528739639,-0.00823122656032602,1,4547322176,4547322176
"A402340","SK스퀘어",12,2010,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.66,"정상","402340",2010,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A402340","SK스퀘어",12,2011,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.66,"정상","402340",2011,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A402340","SK스퀘어",12,2012,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.66,"정상","402340",2012,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A402340","SK스퀘어",12,2013,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.66,"정상","402340",2013,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A402340","SK스퀘어",12,2014,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.66,"정상","402340",2014,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A402340","SK스퀘어",12,2015,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.66,"정상","402340",2015,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
"A402340","SK스퀘어",12,2016,"결산",197205567.5,77859089,153248051,92273272,24110157,4351695,153248051,2.34,10.66,"정상","402340",2016,NA,0.394811819904628,0.394811819904628,153248051,19.0997572375637,0.0220667958575764,0,0,0.777097994456977,0.00409228593358755,-0.00427511907378136,0,153248051,153248051
