"모형","ESG 계수","통상 SE","HC1 SE","클러스터 SE","t값 (클러스터)","판정"
"M4 (Size + 부채비율 + 연도 FE)",-0.0072,0.0019,0.002,0.0032,-2.2,"결론 유지"
