"코드","코드명","회계연도","ROA","ROA_Win","Size","부채비율","부채비율_Win","ESG평가","Loss_Dummy","ATO","Female_Ratio"
"A051600","한전KPS",2022,0.0641360348916169,0.0641360348916169,21.1692470982501,0.221692736574719,0.221692736574719,1,0,0.914887663295975,1
"A051600","한전KPS",2023,0.101843075228813,0.101843075228813,21.1916015459863,0.203299519249878,0.203299519249878,1,0,0.960257042143604,1
"A051600","한전KPS",2024,0.102023248628352,0.102023248628352,21.2481214660878,0.214020885648232,0.214020885648232,1,0,0.921235453591564,1
"A000240","한국앤컴퍼니",2010,0.0829212826948975,0.0829212826948975,22.4738968449064,0.560542594775761,0.560542594775761,0,0,1.00957698440562,0
"A000240","한국앤컴퍼니",2011,0.0477679944325661,0.0477679944325661,22.7296499564708,0.567437610239245,0.567437610239245,0,0,0.872598440346378,0
"A000240","한국앤컴퍼니",2012,0.0220667958575764,0.0220667958575764,19.0997572375637,0.394811819904628,0.394811819904628,1,0,0.777097994456977,1
"A000240","한국앤컴퍼니",2013,0.0220667958575764,0.0220667958575764,19.0997572375637,0.394811819904628,0.394811819904628,1,0,0.777097994456977,1
"A000240","한국앤컴퍼니",2014,0.0220667958575764,0.0220667958575764,19.0997572375637,0.394811819904628,0.394811819904628,1,0,0.777097994456977,1
"A000240","한국앤컴퍼니",2015,0.0220667958575764,0.0220667958575764,19.0997572375637,0.394811819904628,0.394811819904628,1,0,0.777097994456977,1
"A000240","한국앤컴퍼니",2016,0.0869919900626061,0.0869919900626061,21.8538583876057,0.0736439842149217,0.081336581632857,1,0,0.222770477537562,1
"A000240","한국앤컴퍼니",2017,0.0550224268598879,0.0550224268598879,21.9026928287613,0.0788321587651111,0.081336581632857,1,0,0.25360298843642,1
"A000240","한국앤컴퍼니",2018,0.0624124478870721,0.0624124478870721,21.9756260412003,0.0750926048332889,0.081336581632857,1,0,0.242371107685772,1
"A000240","한국앤컴퍼니",2019,0.0452695126276047,0.0452695126276047,22.0061661473705,0.06335143712192,0.081336581632857,1,0,0.234984609203568,1
"A000240","한국앤컴퍼니",2020,0.0473610063603649,0.0473610063603649,22.0562783773438,0.0769825376156128,0.081336581632857,1,0,0.216467440934104,1
"A000240","한국앤컴퍼니",2021,0.0490075413556324,0.0490075413556324,22.1296641907317,0.0847196979235,0.0847196979235,1,0,0.236031885688337,1
"A000240","한국앤컴퍼니",2022,0.0385949363524498,0.0385949363524498,22.1823037183681,0.103532384218046,0.103532384218046,1,0,0.254751734682366,1
"A000240","한국앤컴퍼니",2023,0.0403435647290055,0.0403435647290055,22.2581948273494,0.134519509844814,0.134519509844814,1,0,0.234791856300262,1
"A000240","한국앤컴퍼니",2024,0.0682795853718355,0.0682795853718355,22.3596233794475,0.133079448390679,0.133079448390679,1,0,0.270810029330234,1
"A026960","동서",2010,0.143822236761387,0.143822236761387,20.5428304406329,0.112794714037815,0.112794714037815,0,0,0.462404310376192,0
"A026960","동서",2011,0.10490455458315,0.10490455458315,20.673502740682,0.11619339352747,0.11619339352747,0,0,0.465769439599233,0
"A026960","동서",2012,0.122158693246311,0.122158693246311,20.7498682169646,0.100010079171768,0.100010079171768,0,0,0.447614566364237,0
"A026960","동서",2013,0.11366983753351,0.11366983753351,20.8301317027959,0.0979600883020904,0.0979600883020904,0,0,0.422695161267638,0
"A026960","동서",2014,0.111428512327749,0.111428512327749,20.8851832970978,0.0863269389189901,0.0863269389189901,0,0,0.427514267075766,0
"A026960","동서",2015,0.0994662904887696,0.0994662904887696,20.9514919732151,0.0925602364418612,0.0925602364418612,0,0,0.405449361297443,0
"A026960","동서",2016,0.0922045800551945,0.0922045800551945,21.0062129770275,0.0976962188846906,0.0976962188846906,0,0,0.387171660396252,0
"A026960","동서",2017,0.090847221317701607,0.090847221317701607,21.0509286247824,0.103049228623874,0.103049228623874,1,0,0.402876649401505,1
"A026960","동서",2018,0.0840642008942758,0.0840642008942758,21.0824792928356,0.0991492613530456,0.0991492613530456,1,0,0.393467112275912,1
"A026960","동서",2019,0.0950740290749403,0.0950740290749403,21.1141430688385,0.0854610770732567,0.0854610770732567,1,0,0.339744127497143,1
"A026960","동서",2020,0.0790346753142035,0.0790346753142035,21.1457652244013,0.0842287225984538,0.0842287225984538,1,0,0.323142170987517,1
"A026960","동서",2021,0.0727582891528852,0.0727582891528852,21.1823209246737,0.0846534661535899,0.0846534661535899,1,0,0.338262859455612,1
